,model,label,model_output
0,XGBoost,11.042010000000001,10.954526787400246
1,XGBoost,10.782198,10.676458292484284
2,XGBoost,10.602804,10.491708445429802
3,XGBoost,10.899732,10.69712841796875
4,XGBoost,10.404852,10.487769101500511
5,XGBoost,13.943244,14.242330736875534
6,XGBoost,19.448784,19.734337357521056
7,XGBoost,22.956246,23.831996897220613
8,XGBoost,25.76469,25.305824777126315
9,XGBoost,15.502116000000003,15.727349096775056
10,XGBoost,13.219482000000001,13.250618969678879
11,XGBoost,13.54734,13.507990422964097
12,XGBoost,13.002972000000002,13.19593420958519
13,XGBoost,10.219272000000002,10.178351407885552
14,XGBoost,10.627548,10.489719969034196
15,XGBoost,10.893546,10.551892948508263
16,XGBoost,10.874988,10.655874814867973
17,XGBoost,10.29969,10.232059074997903
18,XGBoost,10.621362000000001,10.464580288410188
19,XGBoost,10.745082000000002,10.342673374772072
20,XGBoost,15.650580000000001,15.550947310924531
21,XGBoost,13.071018,12.601783509492874
22,XGBoost,10.60899,10.625143950104714
23,XGBoost,11.202846,11.3428567224741
24,XGBoost,12.013212,11.863304745912552
25,XGBoost,10.94922,10.911869488835336
26,XGBoost,10.813128,10.734519738435745
27,XGBoost,11.369868,11.325551115274429
28,XGBoost,11.852376,11.742620489001274
29,XGBoost,14.963934,14.959493387460709
30,XGBoost,12.297768,12.404520604133607
31,XGBoost,17.828052,17.567965883016587
32,XGBoost,17.97033,17.98604516530037
33,XGBoost,17.339358,17.652068884849548
34,XGBoost,16.819734000000004,17.100526813030243
35,XGBoost,13.572084,13.991933146476747
36,XGBoost,15.842346000000001,16.018630469799042
37,XGBoost,10.893546,10.783128086328507
38,XGBoost,10.664664,10.597813368916512
39,XGBoost,10.8255,10.446046862483024
40,XGBoost,10.621362000000001,10.625789568901062
41,XGBoost,10.726524,10.342673374772072
42,XGBoost,10.677036000000001,10.3148055768013
43,XGBoost,10.905918,10.5348126257658
44,XGBoost,14.72268,14.60410807800293
45,XGBoost,11.400798,11.199242489933969
46,XGBoost,12.044142,12.179191532492638
47,XGBoost,11.035824,10.976635267496109
48,XGBoost,11.22759,10.905662183046342
49,XGBoost,13.442178,13.44205545115471
50,XGBoost,11.264706,10.992601704239846
51,XGBoost,10.930662,10.960331825852395
52,XGBoost,11.388426,11.328351131916046
53,XGBoost,11.920422,11.742620489001274
54,XGBoost,10.553316,10.731791252374649
55,XGBoost,12.65037,12.89971132707596
56,XGBoost,12.984414000000001,12.600753321647645
57,XGBoost,12.273024,12.469553700685502
58,XGBoost,12.89781,13.042359528064729
59,XGBoost,13.39269,13.743528088331223
60,XGBoost,13.361760000000002,13.27595185661316
61,XGBoost,10.646106000000001,10.6181634503603
62,XGBoost,10.466712,10.181346843123436
63,XGBoost,10.349178,10.192062787771226
64,XGBoost,10.367736,10.114309784173965
65,XGBoost,10.39248,10.173785249590875
66,XGBoost,10.293504,10.057528883099556
67,XGBoost,10.905918,10.951538726449012
68,XGBoost,14.710308000000001,14.60410807800293
69,XGBoost,11.957538000000001,11.593946020960809
70,XGBoost,11.066754000000001,11.027797699570657
71,XGBoost,10.788384,10.748966703414917
72,XGBoost,10.720338000000002,10.521793691396713
73,XGBoost,10.837872,10.524691786050797
74,XGBoost,10.782198,10.734519738435745
75,XGBoost,10.596618000000001,10.491708445429802
76,XGBoost,10.70178,10.421318298339845
77,XGBoost,12.637998000000001,12.726740059375764
78,XGBoost,20.488032,20.095010767936706
79,XGBoost,20.055012,20.397223783493043
80,XGBoost,12.681299999999998,13.329922048330307
81,XGBoost,11.951352,11.748139036417008
82,XGBoost,12.52665,12.903027543783189
83,XGBoost,10.887360000000001,11.182368278503418
84,XGBoost,10.881174,10.761918531775475
85,XGBoost,12.18642,12.1353886384964
86,XGBoost,10.70178,10.683365786790848
87,XGBoost,9.415092,9.578058295726777
88,XGBoost,9.458394,9.52535426902771
89,XGBoost,9.427464,9.530511107683182
90,XGBoost,9.365604000000001,9.530511107683182
91,XGBoost,9.40272,9.52535426902771
92,XGBoost,10.274946,10.341103389143944
93,XGBoost,10.670850000000002,10.633577184319497
94,XGBoost,11.363682,11.3428567224741
95,XGBoost,11.710098,11.555840132117272
96,XGBoost,10.57806,10.701444956660271
97,XGBoost,11.858562000000001,12.125515206098557
98,XGBoost,13.120506,13.096581920385361
99,XGBoost,12.811205999999999,12.87186528325081
100,XGBoost,10.45434,10.499145413517953
101,XGBoost,10.596618000000001,10.401948997020721
102,XGBoost,10.85643,10.794182142019272
103,XGBoost,10.305876,10.338102791905403
104,XGBoost,17.296056000000004,17.09588396215439
105,XGBoost,16.522806000000003,16.158925535917284
106,XGBoost,13.45455,13.665773609876632
107,XGBoost,12.613253999999998,12.347495245456695
108,XGBoost,12.396744,12.251111844062805
109,XGBoost,12.520464,11.95413383460045
110,XGBoost,10.924476,10.888396765708924
111,XGBoost,10.324434,10.232059074997903
112,XGBoost,10.441968,10.18877016878128
113,XGBoost,10.188342,10.113852209687233
114,XGBoost,10.256388,10.153483838438989
115,XGBoost,10.324434,10.18877016878128
116,XGBoost,10.831686,10.651360276579858
117,XGBoost,11.326566,11.328351131916046
118,XGBoost,15.58872,15.459164726972581
119,XGBoost,21.335514,21.92201240873337
120,XGBoost,18.335304,17.60871766591072
121,XGBoost,19.08381,18.92878945684433
122,XGBoost,20.982912,20.017380177497863
123,XGBoost,11.870934,11.882422952771186
124,XGBoost,11.635866,11.365561044931413
125,XGBoost,19.70241,19.52469523715973
126,XGBoost,35.278758,33.585731348991395
127,XGBoost,26.704962000000002,24.344036390304566
128,XGBoost,19.758084,19.16805703639984
129,XGBoost,12.675114,13.19721291089058
130,XGBoost,12.260652,12.0207236430645
131,XGBoost,13.318458000000001,13.589872289657594
132,XGBoost,11.697726000000001,11.836670297384263
133,XGBoost,11.128614,10.950597030043602
134,XGBoost,10.695594000000002,10.516846282482147
135,XGBoost,10.491456,10.28472033083439
136,XGBoost,10.633733999999999,10.32330407345295
137,XGBoost,10.48527,10.211432089090348
138,XGBoost,10.48527,10.192062787771226
139,XGBoost,10.924476,10.785894181251527
140,XGBoost,14.240172000000001,13.961604180336
141,XGBoost,11.10387,10.892333159923554
142,XGBoost,12.050328,12.01421546638012
143,XGBoost,11.295636,11.159200850844384
144,XGBoost,10.91829,10.855623223543168
145,XGBoost,11.153358,10.954526787400246
146,XGBoost,10.94922,10.883813277840614
147,XGBoost,10.924476,10.734519738435745
148,XGBoost,10.8255,10.734519738435745
149,XGBoost,10.677036000000001,10.734519738435745
150,XGBoost,12.359628,12.796071627616882
151,XGBoost,20.735472,20.72223809337616
152,XGBoost,22.077834,21.68954097175598
153,XGBoost,15.768114,15.741448732852936
154,XGBoost,12.099816,12.230637874603271
155,XGBoost,12.792648000000002,12.931925160884857
156,XGBoost,13.132878000000002,12.952774481534957
157,XGBoost,10.621362000000001,10.482895804166795
158,XGBoost,10.584246,10.211432089090348
159,XGBoost,10.404852,10.181346843123436
160,XGBoost,10.540944,10.32330407345295
161,XGBoost,10.42341,10.211432089090348
162,XGBoost,10.553316,10.32330407345295
163,XGBoost,10.813128,10.551892948508263
164,XGBoost,15.415512,15.499154746055604
165,XGBoost,12.996786,12.691807326078415
166,XGBoost,12.087444,11.595556196451188
167,XGBoost,10.874988,10.970335045695306
168,XGBoost,10.998708,10.86576102411747
169,XGBoost,11.060568,10.86576102411747
170,XGBoost,10.70178,10.72963537967205
171,XGBoost,10.912104000000001,10.613457549333573
172,XGBoost,10.967778000000001,10.86576102411747
173,XGBoost,14.462868,14.807172334671021
174,XGBoost,14.697936,14.7030975522995
175,XGBoost,21.552024,21.605168808460235
176,XGBoost,15.465,15.740525472164155
177,XGBoost,13.250412,13.541231494903565
178,XGBoost,12.89781,13.09314550280571
179,XGBoost,14.363892000000002,14.61275516653061
180,XGBoost,14.029848,14.263824570178986
181,XGBoost,11.258519999999999,10.868768258213997
182,XGBoost,11.060568,10.92899442601204
183,XGBoost,11.1348,10.859624511480332
184,XGBoost,11.147172000000001,10.785164126873017
185,XGBoost,11.171916000000001,10.951509966731072
186,XGBoost,11.004894,10.805168354272842
187,XGBoost,11.456472,11.249706208348275
188,XGBoost,14.982491999999999,14.973561314105988
189,XGBoost,12.835950000000002,12.68672718000412
190,XGBoost,11.338938,11.05022069299221
191,XGBoost,11.518332000000001,11.205123114824296
192,XGBoost,11.50596,11.13845956349373
193,XGBoost,12.149304,12.191171061158181
194,XGBoost,10.881174,10.893683760523796
195,XGBoost,12.576138,12.875773655176163
196,XGBoost,19.23846,19.113627426624298
197,XGBoost,13.188551999999998,12.983462575435638
198,XGBoost,13.664874000000001,13.75733717751503
199,XGBoost,13.349388,13.607322801589966
200,XGBoost,18.489954,18.669844330787658
201,XGBoost,18.248700000000003,18.632378530025484
202,XGBoost,12.86688,13.261318322181703
203,XGBoost,13.275155999999999,13.125958866119385
204,XGBoost,14.048406,14.15599701333046
205,XGBoost,10.85643,10.76406961119175
206,XGBoost,10.930662,10.787116100549698
207,XGBoost,11.487402,11.459632238745689
208,XGBoost,10.91829,10.6814628521204
209,XGBoost,10.76364,10.655874814867973
210,XGBoost,10.850244,10.446046862483024
211,XGBoost,11.338938,11.249706208348275
212,XGBoost,14.889702000000002,14.961581785440446
213,XGBoost,12.613253999999998,12.33441067993641
214,XGBoost,11.28945,11.173238911628724
215,XGBoost,11.425542,11.168965881228447
216,XGBoost,11.122428000000001,11.0651160145998
217,XGBoost,11.097684000000001,10.80702814936638
218,XGBoost,11.1348,10.923284515857697
219,XGBoost,10.955406,10.776942903399467
220,XGBoost,11.357496,11.231923116087914
221,XGBoost,12.92874,12.986569362401962
222,XGBoost,12.934926,13.032248643636704
223,XGBoost,11.765772000000002,11.948298930287361
224,XGBoost,12.211164,12.057112429261208
225,XGBoost,12.174048,11.836315962910653
226,XGBoost,11.419356,11.303138077139854
227,XGBoost,13.584456,13.748121531486511
228,XGBoost,14.957748000000002,14.903108854293825
229,XGBoost,11.246148000000002,10.795193156719208
230,XGBoost,11.01108,10.901018226027489
231,XGBoost,10.98015,10.655874814867973
232,XGBoost,10.850244,10.655874814867973
233,XGBoost,10.732709999999999,10.655874814867973
234,XGBoost,11.363682,11.264211798906327
235,XGBoost,14.827842000000002,14.727254977941513
236,XGBoost,12.044142,11.759355695128441
237,XGBoost,11.277078,11.159200850844384
238,XGBoost,11.01108,10.979663149595261
239,XGBoost,11.116242000000002,10.86576102411747
240,XGBoost,11.202846,10.938269435048104
241,XGBoost,10.63992,10.490082783937455
242,XGBoost,10.782198,10.421318298339845
243,XGBoost,10.91829,10.653034977078438
244,XGBoost,11.549262,11.683925960540773
245,XGBoost,16.974384,16.846256247282028
246,XGBoost,22.442808000000003,23.00966512012482
247,XGBoost,16.293924,15.826940312862396
248,XGBoost,15.563976,15.919983162403108
249,XGBoost,12.77409,12.859172661066056
250,XGBoost,14.029848,14.149275351047516
251,XGBoost,15.211374000000001,15.029057983160019
252,XGBoost,10.63992,10.543636328458787
253,XGBoost,10.565688,10.211432089090348
254,XGBoost,10.627548,10.342673374772072
255,XGBoost,10.63992,10.268212990164757
256,XGBoost,10.5162,10.211432089090348
257,XGBoost,10.547130000000001,10.327688455581665
258,XGBoost,10.553316,10.268212990164757
259,XGBoost,10.534758,10.211432089090348
260,XGBoost,10.559502,10.406333379149437
261,XGBoost,13.473108,13.442812052965165
262,XGBoost,19.801386,19.799645514965057
263,XGBoost,20.543706,19.988048214912414
264,XGBoost,15.811416000000001,14.88412227845192
265,XGBoost,15.242304,15.239365264177323
266,XGBoost,14.017476,14.010935208320618
267,XGBoost,13.652502,13.664966125488283
268,XGBoost,13.114320000000001,12.980607251644136
269,XGBoost,11.728655999999999,11.829708233356476
270,XGBoost,22.368576,22.3580613527298
271,XGBoost,13.355573999999999,13.860485012054443
272,XGBoost,13.869012,14.005809341669083
273,XGBoost,12.61944,12.75629472541809
274,XGBoost,12.792648000000002,12.440399458408356
275,XGBoost,12.514278,12.530179923534394
276,XGBoost,11.691540000000002,11.322764372348786
277,XGBoost,11.635866,11.298863203167915
278,XGBoost,10.98015,10.854499750971794
279,XGBoost,10.85643,10.655874814867973
280,XGBoost,10.893546,10.772131181359292
281,XGBoost,10.720338000000002,10.625789568901062
282,XGBoost,10.831686,10.446046862483024
283,XGBoost,10.769826000000002,10.655874814867973
284,XGBoost,11.066754000000001,10.800501905679702
285,XGBoost,13.355573999999999,13.42266107726097
286,XGBoost,13.961801999999999,14.181613810300828
287,XGBoost,14.128824,13.824354694604875
288,XGBoost,13.052460000000002,12.51208047437668
289,XGBoost,14.122638,14.208227610826492
290,XGBoost,11.38224,11.082509744524955
291,XGBoost,10.85643,10.895757778644562
292,XGBoost,10.943034,10.86576102411747
293,XGBoost,12.582324,12.72777098464966
294,XGBoost,14.629890000000001,14.884218881607056
