,model,label,model_output
0,SVR,11.042010000000001,10.983492795433571
1,SVR,10.782198,11.097735266893261
2,SVR,10.602804,11.299938301519758
3,SVR,10.899732,11.409151633120862
4,SVR,10.404852,11.609657027904532
5,SVR,13.943244,11.844933143292643
6,SVR,19.448784,12.02607159650557
7,SVR,22.956246,12.384130801914113
8,SVR,25.76469,12.488008515865591
9,SVR,15.502116000000003,12.999485347491095
10,SVR,13.219482000000001,13.367686323994395
11,SVR,13.54734,13.644549233981746
12,SVR,13.002972000000002,13.74660406143075
13,SVR,10.219272000000002,8.374410935946553
14,SVR,10.627548,8.606781536513507
15,SVR,10.893546,9.017786890450305
16,SVR,10.874988,9.240202202038196
17,SVR,10.29969,9.432861347627274
18,SVR,10.621362000000001,9.575245027088043
19,SVR,10.745082000000002,9.848623154389275
20,SVR,15.650580000000001,10.051998564429676
21,SVR,13.071018,10.160186358824758
22,SVR,10.60899,10.333950128710558
23,SVR,11.202846,10.46812805235222
24,SVR,12.013212,10.508045361691535
25,SVR,10.94922,10.836392500258972
26,SVR,10.813128,11.03591533029695
27,SVR,11.369868,11.401040540650905
28,SVR,11.852376,11.558332164986608
29,SVR,14.963934,11.736933345574215
30,SVR,12.297768,11.963035974089316
31,SVR,17.828052,12.252108490288121
32,SVR,17.97033,12.497767362739939
33,SVR,17.339358,12.917578054211848
34,SVR,16.819734000000004,13.043931324061052
35,SVR,13.572084,13.453456284195598
36,SVR,15.842346000000001,13.69882743725852
37,SVR,10.893546,8.401579996599894
38,SVR,10.664664,8.63412696965523
39,SVR,10.8255,8.799929147370865
40,SVR,10.621362000000001,8.992161900786968
41,SVR,10.726524,9.248361706082271
42,SVR,10.677036000000001,9.498324237825692
43,SVR,10.905918,9.763041412599113
44,SVR,14.72268,9.985610244561538
45,SVR,11.400798,10.20524378172762
46,SVR,12.044142,10.303935791379644
47,SVR,11.035824,10.275240270440122
48,SVR,11.22759,10.648156161463357
49,SVR,13.442178,10.783870879686226
50,SVR,11.264706,11.033747484132851
51,SVR,10.930662,11.332328443551113
52,SVR,11.388426,11.490538194306154
53,SVR,11.920422,11.578898121384869
54,SVR,10.553316,11.817873495115931
55,SVR,12.65037,12.195221233822297
56,SVR,12.984414000000001,12.386917544780683
57,SVR,12.273024,12.552132590041875
58,SVR,12.89781,13.18737560211909
59,SVR,13.39269,13.432833052318369
60,SVR,13.361760000000002,13.13966162652959
61,SVR,10.646106000000001,8.265155725034559
62,SVR,10.466712,8.496997619140242
63,SVR,10.349178,8.827547572585118
64,SVR,10.367736,9.105023926720321
65,SVR,10.39248,9.315612512517008
66,SVR,10.293504,9.775285531262007
67,SVR,10.905918,10.003061910414042
68,SVR,14.710308000000001,9.961772872265128
69,SVR,11.957538000000001,10.06731554019717
70,SVR,11.066754000000001,10.22425005287282
71,SVR,10.788384,10.37480178495738
72,SVR,10.720338000000002,10.499068634192906
73,SVR,10.837872,10.823349929410645
74,SVR,10.782198,11.109328615859512
75,SVR,10.596618000000001,11.331997893849685
76,SVR,10.70178,11.24290449186601
77,SVR,12.637998000000001,11.448771686980532
78,SVR,20.488032,11.990232963095181
79,SVR,20.055012,12.168506706306774
80,SVR,12.681299999999998,12.574609313162725
81,SVR,11.951352,12.67543975250186
82,SVR,12.52665,13.02779610506842
83,SVR,10.887360000000001,13.082610362136197
84,SVR,10.881174,13.731398358145483
85,SVR,12.18642,8.413338123399942
86,SVR,10.70178,8.645608054886134
87,SVR,9.415092,8.818049557311916
88,SVR,9.458394,8.997032904378814
89,SVR,9.427464,9.318846849922577
90,SVR,9.365604000000001,9.80348780241596
91,SVR,9.40272,9.956077677757841
92,SVR,10.274946,9.84516795632138
93,SVR,10.670850000000002,9.881704741060595
94,SVR,11.363682,10.180058380942004
95,SVR,11.710098,10.232833855847248
96,SVR,10.57806,10.698086261875059
97,SVR,11.858562000000001,10.827961910676798
98,SVR,13.120506,10.941774017845939
