,model,label,model_output
0,XGBoost,11.042010000000001,10.764820313572883
1,XGBoost,10.782198,10.706798688769341
2,XGBoost,10.602804,10.697794684767723
3,XGBoost,10.899732,10.697794684767723
4,XGBoost,10.404852,10.801170753479004
5,XGBoost,13.943244,11.521929106235504
6,XGBoost,19.448784,12.660004240036011
7,XGBoost,22.956246,13.35087018442154
8,XGBoost,25.76469,13.35087018442154
9,XGBoost,15.502116000000003,13.652590597629548
10,XGBoost,13.219482000000001,13.37476139831543
11,XGBoost,13.54734,13.37476139831543
12,XGBoost,13.002972000000002,13.188140326023102
13,XGBoost,10.219272000000002,11.136007981896402
14,XGBoost,10.627548,9.512393960237503
15,XGBoost,10.893546,9.429887491464616
16,XGBoost,10.874988,9.429887491464616
17,XGBoost,10.29969,9.429887491464616
18,XGBoost,10.621362000000001,9.376429443955422
19,XGBoost,10.745082000000002,9.455506869435311
20,XGBoost,15.650580000000001,10.715293866991997
21,XGBoost,13.071018,11.07590643954277
22,XGBoost,10.60899,10.578945887804032
23,XGBoost,11.202846,10.554138418793679
24,XGBoost,12.013212,10.777869113802911
25,XGBoost,10.94922,10.554138418793679
26,XGBoost,10.813128,10.515547301888466
27,XGBoost,11.369868,10.591648465275766
28,XGBoost,11.852376,10.752218026399612
29,XGBoost,14.963934,11.396875215768814
30,XGBoost,12.297768,12.881880301952362
31,XGBoost,17.828052,13.621699710845947
32,XGBoost,17.97033,13.621699710845947
33,XGBoost,17.339358,13.470371237039567
34,XGBoost,16.819734000000004,13.103248275518418
35,XGBoost,13.572084,13.18602095603943
36,XGBoost,15.842346000000001,13.18602095603943
37,XGBoost,10.893546,11.161876979470254
38,XGBoost,10.664664,9.538262957811355
39,XGBoost,10.8255,9.399036425828934
40,XGBoost,10.621362000000001,9.379564621925354
41,XGBoost,10.726524,9.462750262498856
42,XGBoost,10.677036000000001,9.410322771549225
43,XGBoost,10.905918,9.437283900976182
44,XGBoost,14.72268,10.697070898532868
45,XGBoost,11.400798,11.441938744068146
46,XGBoost,12.044142,10.560722919344903
47,XGBoost,11.035824,10.797156191825867
48,XGBoost,11.22759,10.573425496816636
49,XGBoost,13.442178,10.497324333429336
50,XGBoost,11.264706,10.497324333429336
51,XGBoost,10.930662,10.544424270987511
52,XGBoost,11.388426,11.059492752313615
53,XGBoost,11.920422,11.725584043264389
54,XGBoost,10.553316,12.81655887079239
55,XGBoost,12.65037,13.256546421289444
56,XGBoost,12.984414000000001,13.556378279685974
57,XGBoost,12.273024,13.593393511533737
58,XGBoost,12.89781,13.123161061763764
59,XGBoost,13.39269,13.123161061763764
60,XGBoost,13.361760000000002,13.262286566019059
61,XGBoost,10.646106000000001,11.271072466492653
62,XGBoost,10.466712,9.647458444833756
63,XGBoost,10.349178,9.463142205834389
64,XGBoost,10.367736,9.463142205834389
65,XGBoost,10.39248,9.463142205834389
66,XGBoost,10.293504,9.447780091881752
67,XGBoost,10.905918,9.501389680981637
68,XGBoost,14.710308000000001,10.782976544737815
69,XGBoost,11.957538000000001,11.159885184645653
70,XGBoost,11.066754000000001,10.671928636908532
71,XGBoost,10.788384,10.608530050992966
72,XGBoost,10.720338000000002,10.844256129384041
73,XGBoost,10.837872,10.608530050992966
74,XGBoost,10.782198,10.608530050992966
75,XGBoost,10.596618000000001,10.583536749958993
76,XGBoost,10.70178,11.129497961640359
77,XGBoost,12.637998000000001,11.738858865380287
78,XGBoost,20.488032,12.593348062992096
79,XGBoost,20.055012,13.650462378501892
80,XGBoost,12.681299999999998,13.452067520141602
